iShares Core S&P Mid-Cap ETF
Fund Holdings as of,"Jun 19, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"-"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Type,Sector,Asset Class,Market Value,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,Market Weight,Notional Weight
"ZION","ZIONS BANCORPORATION","EQUITY","Financials","Equity","332,540,511.16","332,540,511.16","5,025,548.00","66.17","United States","NASDAQ","USD","1.00","USD","-","0.27","0.27"
"AYI","ACUITY INC","EQUITY","Industrials","Equity","327,735,561.76","327,735,561.76","1,031,848.00","317.62","United States","NYSE","USD","1.00","USD","-","0.27","0.27"
"UMBF","UMB FINANCIAL CORP","EQUITY","Financials","Equity","325,621,903.86","325,621,903.86","2,447,181.00","133.06","United States","NASDAQ","USD","1.00","USD","-","0.27","0.27"
"BRX","BRIXMOR PROPERTY GROUP REIT INC","EQUITY","Real Estate","Equity","324,968,421.25","324,968,421.25","10,513,375.00","30.91","United States","NYSE","USD","1.00","USD","-","0.27","0.26"
"WTS","WATTS WATER TECHNOLOGIES INC CLASS","EQUITY","Industrials","Equity","323,733,575.43","323,733,575.43","941,387.00","343.89","United States","NYSE","USD","1.00","USD","-","0.26","0.26"
"SSB","SOUTHSTATE BANK CORP","EQUITY","Financials","Equity","323,035,424.81","323,035,424.81","3,346,477.00","96.53","United States","NYSE","USD","1.00","USD","-","0.26","0.26"
"GTLS","CHART INDUSTRIES INC","EQUITY","Industrials","Equity","320,359,717.35","320,359,717.35","1,540,265.00","207.99","United States","NYSE","USD","1.00","USD","-","0.26","0.26"
"AMG","AFFILIATED MANAGERS GROUP INC","EQUITY","Financials","Equity","319,369,206.50","319,369,206.50","904,985.00","352.90","United States","NYSE","USD","1.00","USD","-","0.26","0.26"
"AAON","AAON INC","EQUITY","Industrials","Equity","318,491,700.96","318,491,700.96","2,329,518.00","136.72","United States","NASDAQ","USD","1.00","USD","-","0.26","0.26"
"MUSA","MURPHY USA INC","EQUITY","Consumer Discretionary","Equity","317,510,324.72","317,510,324.72","575,972.00","551.26","United States","NYSE","USD","1.00","USD","-","0.26","0.26"
"CNH","CNH INDUSTRIAL N.V. NV","EQUITY","Industrials","Equity","315,522,510.96","315,522,510.96","30,164,676.00","10.46","United States","NYSE","USD","1.00","USD","-","0.26","0.26"
"CUBE","CUBESMART REIT","EQUITY","Real Estate","Equity","315,120,495.54","315,120,495.54","7,757,767.00","40.62","United States","NYSE","USD","1.00","USD","-","0.26","0.26"
"AFG","AMERICAN FINANCIAL GROUP INC","EQUITY","Financials","Equity","314,024,359.80","314,024,359.80","2,362,862.00","132.90","United States","NYSE","USD","1.00","USD","-","0.26","0.26"
"CFR","CULLEN FROST BANKERS INC","EQUITY","Financials","Equity","313,421,137.46","313,421,137.46","2,151,731.00","145.66","United States","NYSE","USD","1.00","USD","-","0.26","0.26"
"CNM","CORE & MAIN INC CLASS A","EQUITY","Industrials","Equity","313,169,464.02","313,169,464.02","6,446,469.00","48.58","United States","NYSE","USD","1.00","USD","-","0.26","0.26"
"GWRE","GUIDEWIRE SOFTWARE INC","EQUITY","Information Technology","Equity","312,864,432.58","312,864,432.58","2,900,653.00","107.86","United States","NYSE","USD","1.00","USD","-","0.26","0.25"
"BROS","DUTCH BROS INC CLASS A","EQUITY","Consumer Discretionary","Equity","309,162,097.92","309,162,097.92","4,371,636.00","70.72","United States","NYSE","USD","1.00","USD","-","0.25","0.25"
"TKR","TIMKEN","EQUITY","Industrials","Equity","308,468,352.84","308,468,352.84","2,166,819.00","142.36","United States","NYSE","USD","1.00","USD","-","0.25","0.25"
"TTC","TORO","EQUITY","Industrials","Equity","307,582,722.09","307,582,722.09","3,321,269.00","92.61","United States","NYSE","USD","1.00","USD","-","0.25","0.25"
"AHR","AMERICAN HEALTHCARE REIT INC","EQUITY","Real Estate","Equity","307,188,121.12","307,188,121.12","6,603,356.00","46.52","United States","NYSE","USD","1.00","USD","-","0.25","0.25"
"GMED","GLOBUS MEDICAL INC CLASS A","EQUITY","Health Care","Equity","307,137,868.05","307,137,868.05","3,876,535.00","79.23","United States","NYSE","USD","1.00","USD","-","0.25","0.25"
"CAVA","CAVA GROUP INC","EQUITY","Consumer Discretionary","Equity","305,910,943.52","305,910,943.52","3,430,264.00","89.18","United States","NYSE","USD","1.00","USD","-","0.25","0.25"
"ENSG","ENSIGN GROUP INC","EQUITY","Health Care","Equity","305,119,552.85","305,119,552.85","1,985,809.00","153.65","United States","NASDAQ","USD","1.00","USD","-","0.25","0.25"
"GME","GAMESTOP CORP CLASS A","EQUITY","Consumer Discretionary","Equity","304,163,550.88","304,163,550.88","14,133,994.00","21.52","United States","NYSE","USD","1.00","USD","-","0.25","0.25"
"COLB","COLUMBIA BANKING SYSTEM INC","EQUITY","Financials","Equity","303,027,252.45","303,027,252.45","9,919,059.00","30.55","United States","NASDAQ","USD","1.00","USD","-","0.25","0.25"
"ACM","AECOM","EQUITY","Industrials","Equity","303,017,151.99","303,017,151.99","4,403,679.00","68.81","United States","NYSE","USD","1.00","USD","-","0.25","0.25"
"PRI","PRIMERICA INC","EQUITY","Financials","Equity","301,070,658.80","301,070,658.80","1,068,460.00","281.78","United States","NYSE","USD","1.00","USD","-","0.25","0.25"
"ADC","AGREE REALTY REIT CORP","EQUITY","Real Estate","Equity","300,970,772.00","300,970,772.00","4,108,816.00","73.25","United States","NYSE","USD","1.00","USD","-","0.25","0.25"
"FCFS","FIRSTCASH HOLDINGS INC","EQUITY","Financials","Equity","300,118,776.90","300,118,776.90","1,321,818.00","227.05","United States","NASDAQ","USD","1.00","USD","-","0.24","0.24"
"CTRE","CARETRUST REIT INC","EQUITY","Real Estate","Equity","299,979,612.86","299,979,612.86","8,094,431.00","37.06","United States","NYSE","USD","1.00","USD","-","0.24","0.24"
"OSK","OSHKOSH CORP","EQUITY","Industrials","Equity","298,110,325.66","298,110,325.66","2,136,379.00","139.54","United States","NYSE","USD","1.00","USD","-","0.24","0.24"
"ORI","OLD REPUBLIC INTERNATIONAL CORP","EQUITY","Financials","Equity","297,041,352.99","297,041,352.99","7,677,471.00","38.69","United States","NYSE","USD","1.00","USD","-","0.24","0.24"
"RRC","RANGE RESOURCES CORP","EQUITY","Energy","Equity","293,788,114.80","293,788,114.80","8,073,320.00","36.39","United States","NYSE","USD","1.00","USD","-","0.24","0.24"
"NNN","NNN REIT INC","EQUITY","Real Estate","Equity","293,341,095.00","293,341,095.00","6,518,691.00","45.00","United States","NYSE","USD","1.00","USD","-","0.24","0.24"
"DAR","DARLING INGREDIENTS INC","EQUITY","Consumer Staples","Equity","292,310,736.08","292,310,736.08","5,445,431.00","53.68","United States","NYSE","USD","1.00","USD","-","0.24","0.24"
"ONB","OLD NATIONAL BANCORP","EQUITY","Financials","Equity","292,202,156.00","292,202,156.00","11,782,345.00","24.80","United States","NASDAQ","USD","1.00","USD","-","0.24","0.24"
"DOCU","DOCUSIGN INC","EQUITY","Information Technology","Equity","289,385,832.33","289,385,832.33","6,657,139.00","43.47","United States","NASDAQ","USD","1.00","USD","-","0.24","0.24"
"CRUS","CIRRUS LOGIC INC","EQUITY","Information Technology","Equity","288,874,853.65","288,874,853.65","1,747,685.00","165.29","United States","NASDAQ","USD","1.00","USD","-","0.24","0.24"
"ENS","ENERSYS","EQUITY","Industrials","Equity","287,818,560.05","287,818,560.05","1,262,639.00","227.95","United States","NYSE","USD","1.00","USD","-","0.23","0.23"
"VNOM","VIPER ENERGY INC CLASS A","EQUITY","Energy","Equity","287,542,630.19","287,542,630.19","6,654,539.00","43.21","United States","NASDAQ","USD","1.00","USD","-","0.23","0.23"
"H","HYATT HOTELS CORP CLASS A","EQUITY","Consumer Discretionary","Equity","284,093,676.02","284,093,676.02","1,405,778.00","202.09","United States","NYSE","USD","1.00","USD","-","0.23","0.23"
"MP","MP MATERIALS CORP CLASS A","EQUITY","Materials","Equity","282,221,720.40","282,221,720.40","4,635,705.00","60.88","United States","NYSE","USD","1.00","USD","-","0.23","0.23"
"SSD","SIMPSON MANUFACTURING INC","EQUITY","Industrials","Equity","282,114,341.90","282,114,341.90","1,409,585.00","200.14","United States","NYSE","USD","1.00","USD","-","0.23","0.23"
"FR","FIRST INDUSTRIAL REALTY TRUST INC","EQUITY","Real Estate","Equity","280,713,769.20","280,713,769.20","4,542,294.00","61.80","United States","NYSE","USD","1.00","USD","-","0.23","0.23"
"WAL","WESTERN ALLIANCE","EQUITY","Financials","Equity","280,360,798.87","280,360,798.87","3,508,457.00","79.91","United States","NYSE","USD","1.00","USD","-","0.23","0.23"
"VOYA","VOYA FINANCIAL INC","EQUITY","Financials","Equity","280,211,802.20","280,211,802.20","3,106,561.00","90.20","United States","NYSE","USD","1.00","USD","-","0.23","0.23"
"SEIC","SEI INVESTMENTS","EQUITY","Financials","Equity","280,124,112.32","280,124,112.32","3,131,978.00","89.44","United States","NASDAQ","USD","1.00","USD","-","0.23","0.23"
"ALV","AUTOLIV INC","EQUITY","Consumer Discretionary","Equity","279,027,126.88","279,027,126.88","2,359,837.00","118.24","United States","NYSE","USD","1.00","USD","-","0.23","0.23"
"HALO","HALOZYME THERAPEUTICS INC","EQUITY","Health Care","Equity","278,596,934.10","278,596,934.10","4,064,142.00","68.55","United States","NASDAQ","USD","1.00","USD","-","0.23","0.23"
"CMC","COMMERCIAL METALS","EQUITY","Materials","Equity","274,921,979.04","274,921,979.04","3,799,364.00","72.36","United States","NYSE","USD","1.00","USD","-","0.22","0.22"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","EQUITY","Industrials","Equity","274,199,918.16","274,199,918.16","4,132,006.00","66.36","United States","NYSE","USD","1.00","USD","-","0.22","0.22"
"IDA","IDACORP INC","EQUITY","Utilities","Equity","270,288,875.52","270,288,875.52","1,898,496.00","142.37","United States","NYSE","USD","1.00","USD","-","0.22","0.22"
"ORA","ORMAT TECH INC","EQUITY","Utilities","Equity","268,834,836.48","268,834,836.48","2,105,536.00","127.68","United States","NYSE","USD","1.00","USD","-","0.22","0.22"
"MANH","MANHATTAN ASSOCIATES INC","EQUITY","Information Technology","Equity","268,158,016.00","268,158,016.00","2,027,200.00","132.28","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"VICR","VICOR CORP","EQUITY","Industrials","Equity","265,322,988.45","265,322,988.45","800,685.00","331.37","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"ATR","APTARGROUP INC","EQUITY","Materials","Equity","263,108,316.16","263,108,316.16","2,186,738.00","120.32","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"IDCC","INTERDIGITAL INC","EQUITY","Information Technology","Equity","262,137,795.24","262,137,795.24","885,481.00","296.04","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"HLI","HOULIHAN LOKEY INC CLASS A","EQUITY","Financials","Equity","261,516,171.35","261,516,171.35","1,857,755.00","140.77","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"TEX","TEREX CORP","EQUITY","Industrials","Equity","261,459,109.34","261,459,109.34","3,912,887.00","66.82","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"SFM","SPROUTS FARMERS MARKET INC","EQUITY","Consumer Staples","Equity","259,363,570.92","259,363,570.92","3,222,308.00","80.49","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"KEX","KIRBY CORP","EQUITY","Industrials","Equity","257,816,044.32","257,816,044.32","1,833,163.00","140.64","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"HIMS","HIMS HERS HEALTH INC CLASS A","EQUITY","Health Care","Equity","257,337,297.43","257,337,297.43","7,255,069.00","35.47","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"AVT","AVNET INC","EQUITY","Information Technology","Equity","257,074,331.19","257,074,331.19","2,810,477.00","91.47","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"FLR","FLUOR CORP","EQUITY","Industrials","Equity","256,799,105.86","256,799,105.86","4,785,671.00","53.66","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"AXTA","AXALTA COATING SYSTEMS LTD","EQUITY","Materials","Equity","255,045,565.80","255,045,565.80","7,333,110.00","34.78","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"CBSH","COMMERCE BANCSHARES INC","EQUITY","Financials","Equity","254,233,547.36","254,233,547.36","4,645,232.00","54.73","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"REXR","REXFORD INDUSTRIAL REALTY REIT INC","EQUITY","Real Estate","Equity","254,144,266.56","254,144,266.56","7,673,438.00","33.12","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"HXL","HEXCEL CORP","EQUITY","Industrials","Equity","252,321,513.21","252,321,513.21","2,584,467.00","97.63","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"ST","SENSATA TECHNOLOGIES HOLDING PLC","EQUITY","Industrials","Equity","252,292,074.65","252,292,074.65","4,983,055.00","50.63","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"CART","MAPLEBEAR INC","EQUITY","Consumer Staples","Equity","251,130,087.45","251,130,087.45","5,637,039.00","44.55","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"ALGM","ALLEGRO MICROSYSTEMS INC","EQUITY","Information Technology","Equity","250,967,828.00","250,967,828.00","4,253,692.00","59.00","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"UGI","UGI CORP","EQUITY","Utilities","Equity","248,364,946.62","248,364,946.62","7,345,902.00","33.81","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"SLAB","SILICON LABORATORIES INC","EQUITY","Information Technology","Equity","248,348,704.50","248,348,704.50","1,130,142.00","219.75","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"STAG","STAG INDUSTRIAL REIT INC","EQUITY","Real Estate","Equity","247,643,978.40","247,643,978.40","6,551,428.00","37.80","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"AM","ANTERO MIDSTREAM CORP","EQUITY","Energy","Equity","247,324,705.42","247,324,705.42","11,392,202.00","21.71","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"NFG","NATIONAL FUEL GAS","EQUITY","Utilities","Equity","247,120,986.45","247,120,986.45","3,256,305.00","75.89","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"HQY","HEALTHEQUITY INC","EQUITY","Health Care","Equity","246,649,547.68","246,649,547.68","2,894,608.00","85.21","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"PB","PROSPERITY BANCSHARES INC","EQUITY","Financials","Equity","246,007,937.07","246,007,937.07","3,455,653.00","71.19","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"MIDD","MIDDLEBY CORP","EQUITY","Industrials","Equity","245,513,392.74","245,513,392.74","1,425,249.00","172.26","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"ULS","UL SOLUTIONS INC CLASS A","EQUITY","Industrials","Equity","243,512,257.32","243,512,257.32","2,665,998.00","91.34","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"TTEK","TETRA TECH INC","EQUITY","Industrials","Equity","243,294,832.80","243,294,832.80","8,892,355.00","27.36","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"CRBG","COREBRIDGE FINANCIAL INC","EQUITY","Financials","Equity","242,023,005.20","242,023,005.20","8,294,140.00","29.18","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"EXP","EAGLE MATERIALS INC","EQUITY","Materials","Equity","241,864,350.54","241,864,350.54","1,076,963.00","224.58","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"LSTR","LANDSTAR SYSTEM INC","EQUITY","Industrials","Equity","241,110,796.00","241,110,796.00","1,162,540.00","207.40","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"CLF","CLEVELAND CLIFFS INC","EQUITY","Materials","Equity","240,007,233.64","240,007,233.64","19,544,563.00","12.28","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"LEA","LEAR CORP","EQUITY","Consumer Discretionary","Equity","239,870,393.75","239,870,393.75","1,716,425.00","139.75","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"RGEN","REPLIGEN CORP","EQUITY","Health Care","Equity","239,848,919.24","239,848,919.24","1,816,762.00","132.02","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"FAF","FIRST AMERICAN FINANCIAL CORP","EQUITY","Financials","Equity","239,618,350.76","239,618,350.76","3,491,452.00","68.63","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"CHRD","CHORD ENERGY CORP","EQUITY","Energy","Equity","237,504,266.64","237,504,266.64","1,929,047.00","123.12","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"THG","HANOVER INSURANCE GROUP INC","EQUITY","Financials","Equity","237,279,671.58","237,279,671.58","1,198,806.00","197.93","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"HR","HEALTHCARE REALTY TRUST INC CLASS","EQUITY","Real Estate","Equity","234,969,440.60","234,969,440.60","11,873,140.00","19.79","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"AGCO","AGCO CORP","EQUITY","Industrials","Equity","234,051,172.52","234,051,172.52","2,059,222.00","113.66","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"KNSL","KINSALE CAPITAL GROUP INC","EQUITY","Financials","Equity","231,848,753.40","231,848,753.40","750,684.00","308.85","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"LNTH","LANTHEUS HOLDINGS INC","EQUITY","Health Care","Equity","231,688,291.50","231,688,291.50","2,230,775.00","103.86","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"LAD","LITHIA MOTORS INC CLASS A","EQUITY","Consumer Discretionary","Equity","230,403,161.25","230,403,161.25","781,425.00","294.85","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"VLY","VALLEY NATIONAL","EQUITY","Financials","Equity","230,068,452.28","230,068,452.28","16,328,492.00","14.09","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"NOV","NOV INC","EQUITY","Energy","Equity","229,459,706.16","229,459,706.16","12,296,876.00","18.66","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"TMHC","TAYLOR MORRISON HOME CORP","EQUITY","Consumer Discretionary","Equity","229,144,186.56","229,144,186.56","3,201,232.00","71.58","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"WFRD","WEATHERFORD INTERNATIONAL PLC","EQUITY","Energy","Equity","225,813,705.04","225,813,705.04","2,464,408.00","91.63","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"AVTR","AVANTOR INC","EQUITY","Health Care","Equity","224,111,799.28","224,111,799.28","23,393,716.00","9.58","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"FNB","FNB CORP","EQUITY","Financials","Equity","222,345,859.23","222,345,859.23","12,196,701.00","18.23","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"JHG","JANUS HENDERSON GROUP PLC","EQUITY","Financials","Equity","219,110,770.20","219,110,770.20","4,223,415.00","51.88","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"M","MACYS INC","EQUITY","Consumer Discretionary","Equity","218,144,272.34","218,144,272.34","9,036,631.00","24.14","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"BRKR","BRUKER CORP","EQUITY","Health Care","Equity","217,908,261.24","217,908,261.24","3,807,588.00","57.23","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"WH","WYNDHAM HOTELS RESORTS INC","EQUITY","Consumer Discretionary","Equity","215,970,558.20","215,970,558.20","2,564,971.00","84.20","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"GATX","GATX CORP","EQUITY","Industrials","Equity","215,515,611.78","215,515,611.78","1,216,434.00","177.17","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"GBCI","GLACIER BANCORP INC","EQUITY","Financials","Equity","213,800,966.77","213,800,966.77","4,414,639.00","48.43","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"CROX","CROCS INC","EQUITY","Consumer Discretionary","Equity","212,913,506.35","212,913,506.35","1,702,627.00","125.05","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"INGR","INGREDION INC","EQUITY","Consumer Staples","Equity","211,594,706.89","211,594,706.89","2,160,673.00","97.93","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"UBSI","UNITED BANKSHARES INC","EQUITY","Financials","Equity","208,639,851.60","208,639,851.60","4,696,980.00","44.42","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"ESAB","ESAB CORP","EQUITY","Industrials","Equity","208,252,571.40","208,252,571.40","1,960,947.00","106.20","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"USD","USD CASH","CASH","Cash and/or Derivatives","Cash","206,983,219.02","206,983,219.02","187,510,950.00","100.00","United States","-","USD","1.00","USD","-","0.17","0.17"
"VNO","VORNADO REALTY TRUST REIT","EQUITY","Real Estate","Equity","204,690,900.51","204,690,900.51","5,413,671.00","37.81","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"MSA","MSA SAFETY INC","EQUITY","Industrials","Equity","204,382,963.59","204,382,963.59","1,243,281.00","164.39","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"NEU","NEWMARKET CORP","EQUITY","Materials","Equity","204,102,889.80","204,102,889.80","261,610.00","780.18","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"CHDN","CHURCHILL DOWNS INC","EQUITY","Consumer Discretionary","Equity","200,253,205.88","200,253,205.88","2,268,644.00","88.27","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"STWD","STARWOOD PROPERTY TRUST REIT INC","EQUITY","Financials","Equity","199,415,852.30","199,415,852.30","11,941,069.00","16.70","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"POR","PORTLAND GENERAL ELECTRIC","EQUITY","Utilities","Equity","198,981,062.28","198,981,062.28","3,965,346.00","50.18","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"RYN","RAYONIER REIT INC","EQUITY","Real Estate","Equity","198,897,554.18","198,897,554.18","9,480,341.00","20.98","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"CHE","CHEMED CORP","EQUITY","Health Care","Equity","198,424,757.67","198,424,757.67","454,821.00","436.27","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"MTDR","MATADOR RESOURCES","EQUITY","Energy","Equity","198,219,283.92","198,219,283.92","3,999,582.00","49.56","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"FND","FLOOR DECOR HOLDINGS INC CLASS A","EQUITY","Consumer Discretionary","Equity","196,409,385.23","196,409,385.23","3,703,741.00","53.03","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"HWC","HANCOCK WHITNEY CORP","EQUITY","Financials","Equity","195,318,756.16","195,318,756.16","2,780,734.00","70.24","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"SWX","SOUTHWEST GAS HOLDINGS INC","EQUITY","Utilities","Equity","195,282,438.40","195,282,438.40","2,207,080.00","88.48","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"VFC","VF CORP","EQUITY","Consumer Discretionary","Equity","195,155,902.80","195,155,902.80","11,261,160.00","17.33","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"TXNM","TXNM ENERGY INC","EQUITY","Utilities","Equity","194,560,392.06","194,560,392.06","3,409,751.00","57.06","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"KRG","KITE REALTY GROUP TRUST REIT","EQUITY","Real Estate","Equity","194,194,123.79","194,194,123.79","6,957,869.00","27.91","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"GXO","GXO LOGISTICS INC","EQUITY","Industrials","Equity","191,741,312.00","191,741,312.00","3,942,050.00","48.64","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"FAU6","S&P MID 400 EMINI SEP 26","INDEX","Cash and/or Derivatives","Futures","0.00","191,115,000.00","500.00","3,822.30","-","Index And Options Market","USD","1.00","USD","-","-","0.16"
"NJR","NEW JERSEY RESOURCES CORP","EQUITY","Utilities","Equity","190,568,340.93","190,568,340.93","3,457,963.00","55.11","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"BKH","BLACK HILLS CORP","EQUITY","Utilities","Equity","189,766,847.25","189,766,847.25","2,608,479.00","72.75","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"NOVT","NOVANTA INC","EQUITY","Information Technology","Equity","189,503,737.90","189,503,737.90","1,220,243.00","155.30","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"SIGI","SELECTIVE INSURANCE GROUP INC","EQUITY","Financials","Equity","189,361,780.08","189,361,780.08","2,051,368.00","92.31","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"GNTX","GENTEX CORP","EQUITY","Consumer Discretionary","Equity","189,347,289.00","189,347,289.00","7,296,620.00","25.95","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"MTG","MGIC INVESTMENT CORP","EQUITY","Financials","Equity","188,842,956.08","188,842,956.08","7,246,468.00","26.06","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"ALK","ALASKA AIR GROUP INC","EQUITY","Industrials","Equity","188,074,581.48","188,074,581.48","3,817,998.00","49.26","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"AVAV","AEROVIRONMENT INC","EQUITY","Industrials","Equity","187,711,457.64","187,711,457.64","1,106,724.00","169.61","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"SYNA","SYNAPTICS INC","EQUITY","Information Technology","Equity","186,523,566.55","186,523,566.55","1,323,895.00","140.89","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"BC","BRUNSWICK CORP","EQUITY","Consumer Discretionary","Equity","186,053,144.55","186,053,144.55","2,226,315.00","83.57","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"MSM","MSC INDUSTRIAL INC CLASS A","EQUITY","Industrials","Equity","185,919,554.59","185,919,554.59","1,568,809.00","118.51","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"ESNT","ESSENT GROUP LTD","EQUITY","Financials","Equity","184,559,615.80","184,559,615.80","3,157,564.00","58.45","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"CVLT","COMMVAULT SYSTEMS INC","EQUITY","Information Technology","Equity","183,789,603.20","183,789,603.20","1,413,440.00","130.03","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"SIRI","SIRIUSXM HOLDINGS INC","EQUITY","Communication","Equity","181,044,648.80","181,044,648.80","6,458,960.00","28.03","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"SARO","STANDARDAERO","EQUITY","Industrials","Equity","180,139,263.75","180,139,263.75","6,491,505.00","27.75","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"HOMB","HOME BANCSHARES INC","EQUITY","Financials","Equity","177,459,912.00","177,459,912.00","6,418,080.00","27.65","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"MTN","VAIL RESORTS INC","EQUITY","Consumer Discretionary","Equity","176,773,050.06","176,773,050.06","1,220,977.00","144.78","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"BIO","BIO RAD LABORATORIES INC CLASS A","EQUITY","Health Care","Equity","174,300,220.12","174,300,220.12","617,123.00","282.44","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"VAL","VALARIS LTD","EQUITY","Energy","Equity","173,358,352.00","173,358,352.00","2,206,700.00","78.56","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"FBIN","FORTUNE BRANDS INNOVATIONS INC","EQUITY","Industrials","Equity","173,304,318.40","173,304,318.40","4,087,366.00","42.40","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
