iShares Core S&P Small-Cap ETF
Fund Holdings as of,"Jun 19, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"-"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Type,Sector,Asset Class,Market Value,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,Market Weight,Notional Weight
"BNL","BROADSTONE NET LEASE INC","EQUITY","Real Estate","Equity","237,961,497.90","237,961,497.90","11,562,755.00","20.58","United States","NYSE","USD","1.00","USD","-","0.22","0.22"
"URBN","URBAN OUTFITTERS INC","EQUITY","Consumer Discretionary","Equity","236,658,373.04","236,658,373.04","3,096,812.00","76.42","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"INDB","INDEPENDENT BANK CORP","EQUITY","Financials","Equity","236,534,536.90","236,534,536.90","2,918,378.00","81.05","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"UCB","UNITED COMMUNITY BANKS INC","EQUITY","Financials","Equity","236,374,573.05","236,374,573.05","7,195,573.00","32.85","United States","NYSE","USD","1.00","USD","-","0.22","0.22"
"LAZ","LAZARD INC","SWAP","Financials","Equity","0.00","236,334,430.90","5,334,863.00","44.30","United States","NYSE","USD","1.00","USD","-","-","0.21"
"FBP","FIRST BANCORP","EQUITY","Financials","Equity","233,700,717.60","233,700,717.60","9,273,838.00","25.20","United States","NYSE","USD","1.00","USD","-","0.22","0.22"
"WSFS","WSFS FINANCIAL CORP","EQUITY","Financials","Equity","233,010,231.74","233,010,231.74","3,142,841.00","74.14","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"RNST","RENASANT CORP","EQUITY","Financials","Equity","232,302,308.15","232,302,308.15","5,572,135.00","41.69","United States","NYSE","USD","1.00","USD","-","0.22","0.22"
"GEO","GEO GROUP INC","EQUITY","Industrials","Equity","231,553,530.72","231,553,530.72","7,908,249.00","29.28","United States","NYSE","USD","1.00","USD","-","0.22","0.22"
"TDS","TELEPHONE AND DATA SYSTEMS INC","EQUITY","Communication","Equity","230,911,327.53","230,911,327.53","5,832,567.00","39.59","United States","NYSE","USD","1.00","USD","-","0.22","0.22"
"SXI","STANDEX INTERNATIONAL CORP","EQUITY","Industrials","Equity","230,226,011.94","230,226,011.94","730,482.00","315.17","United States","NYSE","USD","1.00","USD","-","0.22","0.21"
"MHO","M I HOMES INC","EQUITY","Consumer Discretionary","Equity","230,038,862.77","230,038,862.77","1,542,953.00","149.09","United States","NYSE","USD","1.00","USD","-","0.22","0.21"
"RDN","RADIAN GROUP INC","EQUITY","Financials","Equity","229,659,521.00","229,659,521.00","6,618,430.00","34.70","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"WHD","CACTUS INC CLASS A","EQUITY","Energy","Equity","228,911,831.25","228,911,831.25","4,185,625.00","54.69","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"UNF","UNIFIRST CORP","EQUITY","Industrials","Equity","228,709,341.00","228,709,341.00","876,281.00","261.00","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"BRC","BRADY NONVOTING CORP CLASS A","EQUITY","Industrials","Equity","224,726,843.78","224,726,843.78","2,634,238.00","85.31","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"ADT","ADT INC","EQUITY","Consumer Discretionary","Equity","224,018,100.32","224,018,100.32","34,045,304.00","6.58","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"HCC","WARRIOR MET COAL INC","EQUITY","Materials","Equity","223,754,882.68","223,754,882.68","2,470,246.00","90.58","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"KFY","KORN FERRY","EQUITY","Industrials","Equity","223,565,468.40","223,565,468.40","3,128,540.00","71.46","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"COCO","THE VITA COCO COMPANY INC","EQUITY","Consumer Staples","Equity","222,788,272.20","222,788,272.20","2,651,610.00","84.02","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"GPI","GROUP AUTOMOTIVE INC","EQUITY","Consumer Discretionary","Equity","222,239,944.04","222,239,944.04","709,669.00","313.16","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"SKYW","SKYWEST INC","EQUITY","Industrials","Equity","221,505,563.22","221,505,563.22","2,391,294.00","92.63","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"OTTR","OTTER TAIL CORP","EQUITY","Utilities","Equity","221,500,650.00","221,500,650.00","2,531,436.00","87.50","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"ABG","ASBURY AUTOMOTIVE GROUP INC","EQUITY","Consumer Discretionary","Equity","221,213,650.35","221,213,650.35","1,122,627.00","197.05","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"APLE","APPLE HOSPITALITY REIT INC","EQUITY","Real Estate","Equity","219,606,641.10","219,606,641.10","13,237,290.00","16.59","United States","NYSE","USD","1.00","USD","-","0.21","0.20"
"AAP","ADVANCE AUTO PARTS INC","EQUITY","Consumer Discretionary","Equity","218,614,771.70","218,614,771.70","3,637,517.00","60.10","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"CPRX","CATALYST PHARMACEUTICALS INC","EQUITY","Health Care","Equity","217,658,614.98","217,658,614.98","6,936,221.00","31.38","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"OII","OCEANEERING INTERNATIONAL INC","EQUITY","Energy","Equity","216,867,580.56","216,867,580.56","6,014,076.00","36.06","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"SLG","SL GREEN REALTY REIT CORP","EQUITY","Real Estate","Equity","216,820,846.72","216,820,846.72","4,288,387.00","50.56","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"KAI","KADANT INC","EQUITY","Industrials","Equity","216,785,613.87","216,785,613.87","711,963.00","304.49","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"ITRI","ITRON INC","EQUITY","Information Technology","Equity","216,038,262.10","216,038,262.10","2,673,410.00","80.81","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"KN","KNOWLES CORP","EQUITY","Information Technology","Equity","213,421,665.87","213,421,665.87","5,158,851.00","41.37","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"SIG","SIGNET JEWELERS LTD","EQUITY","Consumer Discretionary","Equity","213,152,386.56","213,152,386.56","2,415,872.00","88.23","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"FUL","HB FULLER","EQUITY","Materials","Equity","213,082,547.34","213,082,547.34","3,285,269.00","64.86","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"SEDG","SOLAREDGE TECHNOLOGIES INC","EQUITY","Information Technology","Equity","212,867,434.35","212,867,434.35","3,666,967.00","58.05","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"CAKE","CHEESECAKE FACTORY INC","EQUITY","Consumer Discretionary","Equity","212,741,352.06","212,741,352.06","2,756,074.00","77.19","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"OGN","ORGANON","EQUITY","Health Care","Equity","212,642,414.27","212,642,414.27","15,833,389.00","13.43","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"GFF","GRIFFON CORP","EQUITY","Industrials","Equity","211,697,906.16","211,697,906.16","2,323,032.00","91.13","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"ICUI","ICU MEDICAL INC","EQUITY","Health Care","Equity","211,537,730.37","211,537,730.37","1,507,001.00","140.37","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"HP","HELMERICH & PAYNE INC","EQUITY","Energy","Equity","210,705,020.76","210,705,020.76","6,025,308.00","34.97","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"CVBF","CVB FINANCIAL CORP","EQUITY","Financials","Equity","209,837,593.38","209,837,593.38","10,083,498.00","20.81","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"PI","IMPINJ INC","EQUITY","Information Technology","Equity","209,713,509.79","209,713,509.79","1,629,349.00","128.71","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"CNK","CINEMARK HOLDINGS INC","EQUITY","Communication","Equity","209,383,976.32","209,383,976.32","6,202,132.00","33.76","United States","NYSE","USD","1.00","USD","-","0.20","0.19"
"LRN","STRIDE INC","EQUITY","Consumer Discretionary","Equity","209,176,232.40","209,176,232.40","2,526,283.00","82.80","United States","NYSE","USD","1.00","USD","-","0.20","0.19"
"PTEN","PATTERSON UTI ENERGY INC","EQUITY","Energy","Equity","209,122,256.40","209,122,256.40","20,828,910.00","10.04","United States","NASDAQ","USD","1.00","USD","-","0.20","0.19"
"CHEF","CHEFS WAREHOUSE INC","EQUITY","Consumer Staples","Equity","208,755,424.80","208,755,424.80","2,188,212.00","95.40","United States","NASDAQ","USD","1.00","USD","-","0.20","0.19"
"CALM","CAL MAINE FOODS INC","EQUITY","Consumer Staples","Equity","208,718,186.37","208,718,186.37","2,685,169.00","77.73","United States","NASDAQ","USD","1.00","USD","-","0.20","0.19"
"OSIS","OSI SYSTEMS INC","EQUITY","Information Technology","Equity","208,119,962.10","208,119,962.10","934,195.00","222.78","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"BKU","BANKUNITED INC","EQUITY","Financials","Equity","207,692,799.54","207,692,799.54","4,368,801.00","47.54","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"BOX","BOX INC CLASS A","EQUITY","Information Technology","Equity","207,358,358.40","207,358,358.40","8,347,760.00","24.84","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"INSW","INTERNATIONAL SEAWAYS INC","EQUITY","Energy","Equity","206,796,287.67","206,796,287.67","2,447,583.00","84.49","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"ICHR","ICHOR HOLDINGS LTD","EQUITY","Information Technology","Equity","206,606,488.68","206,606,488.68","2,095,188.00","98.61","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"DORM","DORMAN PRODUCTS INC","EQUITY","Consumer Discretionary","Equity","206,033,015.62","206,033,015.62","1,639,607.00","125.66","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"CON","CONCENTRA GROUP HOLDINGS PARENT IN","EQUITY","Health Care","Equity","204,925,739.76","204,925,739.76","7,175,271.00","28.56","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"FHB","FIRST HAWAIIAN INC","EQUITY","Financials","Equity","204,858,673.74","204,858,673.74","7,334,718.00","27.93","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"ADEA","ADEIA INC","EQUITY","Information Technology","Equity","204,784,064.06","204,784,064.06","6,437,726.00","31.81","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"CACC","CREDIT ACCEPTANCE CORP","EQUITY","Financials","Equity","204,754,838.70","204,754,838.70","353,190.00","579.73","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"GNW","GENWORTH FINANCIAL INC","EQUITY","Financials","Equity","204,708,848.15","204,708,848.15","22,872,497.00","8.95","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"BFAM","BRIGHT HORIZONS FAMILY SOLUTIONS I","EQUITY","Consumer Discretionary","Equity","204,015,257.28","204,015,257.28","3,171,879.00","64.32","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"HWKN","HAWKINS INC","EQUITY","Materials","Equity","203,139,619.00","203,139,619.00","1,258,220.00","161.45","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"ASO","ACADEMY SPORTS AND OUTDOORS INC","EQUITY","Consumer Discretionary","Equity","201,548,656.18","201,548,656.18","3,889,399.00","51.82","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"AMTM","AMENTUM HOLDINGS INC","EQUITY","Industrials","Equity","201,012,792.54","201,012,792.54","9,280,369.00","21.66","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"STEP","STEPSTONE GROUP INC CLASS A","EQUITY","Financials","Equity","199,539,422.80","199,539,422.80","4,414,589.00","45.20","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"BHE","BENCHMARK ELECTRONICS INC","EQUITY","Information Technology","Equity","199,379,010.22","199,379,010.22","2,163,166.00","92.17","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"AVA","AVISTA CORP","EQUITY","Utilities","Equity","198,106,426.56","198,106,426.56","4,982,556.00","39.76","United States","NYSE","USD","1.00","USD","-","0.19","0.18"
"CBU","COMMUNITY FINANCIAL SYSTEM INC","EQUITY","Financials","Equity","197,773,151.28","197,773,151.28","3,172,492.00","62.34","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"FFBC","FIRST FINANCIAL BANCORP","EQUITY","Financials","Equity","197,728,009.96","197,728,009.96","6,255,236.00","31.61","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"NSIT","INSIGHT ENTERPRISES INC","EQUITY","Information Technology","Equity","197,480,517.76","197,480,517.76","1,821,104.00","108.44","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"COHU","COHU INC","EQUITY","Information Technology","Equity","197,395,183.40","197,395,183.40","2,844,311.00","69.40","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"CC","CHEMOURS","EQUITY","Materials","Equity","197,385,738.13","197,385,738.13","9,066,869.00","21.77","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"DAVE","DAVE INC CLASS A","EQUITY","Financials","Equity","196,678,132.28","196,678,132.28","625,487.00","314.44","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"VGNT","VERSIGENT PLC","EQUITY","Consumer Discretionary","Equity","196,153,959.82","196,153,959.82","4,274,438.00","45.89","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"EXTR","EXTREME NETWORKS INC","EQUITY","Information Technology","Equity","195,825,885.84","195,825,885.84","6,240,468.00","31.38","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"SHOO","STEVEN MADDEN LTD","EQUITY","Consumer Discretionary","Equity","194,724,472.32","194,724,472.32","4,406,528.00","44.19","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"HIW","HIGHWOODS PROPERTIES REIT INC","EQUITY","Real Estate","Equity","194,673,438.24","194,673,438.24","6,648,683.00","29.28","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"RUN","SUNRUN INC","EQUITY","Industrials","Equity","194,453,738.96","194,453,738.96","14,382,673.00","13.52","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"NATL","NCR ATLEOS CORP","EQUITY","Financials","Equity","194,085,349.94","194,085,349.94","4,448,438.00","43.63","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"ARCB","ARCBEST CORP","EQUITY","Industrials","Equity","194,014,470.46","194,014,470.46","1,342,382.00","144.53","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"AGO","ASSURED GUARANTY LTD","EQUITY","Financials","Equity","191,943,992.32","191,943,992.32","2,508,416.00","76.52","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"RHI","ROBERT HALF","EQUITY","Industrials","Equity","191,489,861.16","191,489,861.16","6,061,724.00","31.59","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"DAN","DANA INCORPORATED INC","EQUITY","Consumer Discretionary","Equity","191,469,297.16","191,469,297.16","6,561,662.00","29.18","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"SFNC","SIMMONS FIRST NATIONAL CORP CLASS","EQUITY","Financials","Equity","190,915,461.90","190,915,461.90","8,717,601.00","21.90","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"UNFI","UNITED NATURAL FOODS INC","EQUITY","Consumer Staples","Equity","189,407,576.51","189,407,576.51","3,662,881.00","51.71","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"LXP","LXP INDUSTRIAL TRUST","EQUITY","Real Estate","Equity","189,026,342.34","189,026,342.34","3,554,463.00","53.18","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"RDNT","RADNET INC","EQUITY","Health Care","Equity","188,834,245.26","188,834,245.26","3,513,849.00","53.74","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"PENG","PENGUIN SOLUTIONS INC","EQUITY","Information Technology","Equity","186,965,543.55","186,965,543.55","2,784,297.00","67.15","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"ITGR","INTEGER HOLDINGS CORP","EQUITY","Health Care","Equity","186,216,950.40","186,216,950.40","2,047,240.00","90.96","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"JXN","JACKSON FINANCIAL INC CLASS A","EQUITY","Financials","Equity","186,058,320.36","186,058,320.36","1,741,956.00","106.81","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"FIBK","FIRST INTERSTATE BANCSYSTEM INC","EQUITY","Financials","Equity","185,631,578.67","185,631,578.67","5,095,569.00","36.43","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"WDFC","WD-40","EQUITY","Consumer Staples","Equity","184,322,522.03","184,322,522.03","811,243.00","227.21","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"BOH","BANK OF HAWAII CORP","EQUITY","Financials","Equity","183,805,874.10","183,805,874.10","2,361,026.00","77.85","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"AWR","AMERICAN STATES WATER","EQUITY","Utilities","Equity","182,213,474.63","182,213,474.63","2,363,033.00","77.11","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"BTU","PEABODY ENERGY CORP","EQUITY","Energy","Equity","182,123,685.60","182,123,685.60","7,343,697.00","24.80","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"TDW","TIDEWATER INC","EQUITY","Energy","Equity","180,619,559.14","180,619,559.14","2,792,942.00","64.67","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"HAYW","HAYWARD HOLDINGS INC","EQUITY","Industrials","Equity","180,518,925.00","180,518,925.00","12,034,595.00","15.00","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"PHIN","PHINIA INC","EQUITY","Consumer Discretionary","Equity","180,306,614.60","180,306,614.60","2,232,070.00","80.78","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"SBCF","SEACOAST BANKING OF FLORIDA","EQUITY","Financials","Equity","179,199,150.72","179,199,150.72","5,810,608.00","30.84","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"GOLF","ACUSHNET HOLDINGS CORP","EQUITY","Consumer Discretionary","Equity","178,658,462.43","178,658,462.43","1,658,391.00","107.73","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"PLMR","PALOMAR HOLDINGS INC","EQUITY","Financials","Equity","178,495,259.60","178,495,259.60","1,597,988.00","111.70","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"KALU","KAISER ALUMINIUM CORP","EQUITY","Materials","Equity","178,386,661.00","178,386,661.00","976,124.00","182.75","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"CENX","CENTURY ALUMINUM","EQUITY","Materials","Equity","175,888,876.08","175,888,876.08","3,401,448.00","51.71","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"RRR","RED ROCK RESORTS ORS CLASS A INC","EQUITY","Consumer Discretionary","Equity","175,393,680.55","175,393,680.55","2,859,835.00","61.33","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"TDC","TERADATA CORP","EQUITY","Information Technology","Equity","175,197,216.80","175,197,216.80","5,673,485.00","30.88","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"DBD","DIEBOLD NIXDORF INC","EQUITY","Information Technology","Equity","174,975,249.41","174,975,249.41","2,087,761.00","83.81","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"CURB","CURBLINE PROPERTIES","EQUITY","Real Estate","Equity","174,802,858.66","174,802,858.66","5,854,081.00","29.86","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"CPK","CHESAPEAKE UTILITIES CORP","EQUITY","Utilities","Equity","174,546,550.80","174,546,550.80","1,447,318.00","120.60","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"PFS","PROVIDENT FINANCIAL SERVICES INC","EQUITY","Financials","Equity","174,440,956.48","174,440,956.48","7,677,859.00","22.72","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"NIC","NICOLET BANKSHARES INC","EQUITY","Financials","Equity","174,397,297.80","174,397,297.80","1,187,588.00","146.85","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"PATK","PATRICK INDUSTRIES INC","EQUITY","Consumer Discretionary","Equity","173,269,300.79","173,269,300.79","1,983,167.00","87.37","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"MGEE","MGE ENERGY INC","EQUITY","Utilities","Equity","172,781,165.44","172,781,165.44","2,275,832.00","75.92","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"CXW","CORECIVIC REIT INC","EQUITY","Industrials","Equity","172,131,434.50","172,131,434.50","5,956,105.00","28.90","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"PRK","PARK NATIONAL CORP","EQUITY","Financials","Equity","171,776,726.36","171,776,726.36","972,578.00","176.62","United States","Nyse Mkt Llc","USD","1.00","USD","-","0.16","0.16"
"NMIH","NMI HOLDINGS INC","EQUITY","Financials","Equity","171,675,978.12","171,675,978.12","4,580,469.00","37.48","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"BXMT","BLACKSTONE MORTGAGE TRUST REIT CLA","EQUITY","Financials","Equity","170,436,400.29","170,436,400.29","9,421,581.00","18.09","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"AKR","ACADIA REALTY TRUST REIT","EQUITY","Real Estate","Equity","170,094,492.65","170,094,492.65","8,049,905.00","21.13","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"UE","URBAN EDGE PROPERTIES","EQUITY","Real Estate","Equity","169,205,121.65","169,205,121.65","7,597,895.00","22.27","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"PRVA","PRIVIA HEALTH GROUP INC","EQUITY","Health Care","Equity","168,975,064.62","168,975,064.62","7,138,786.00","23.67","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"AMRX","AMNEAL PHARMACEUTICALS INC CLASS A","EQUITY","Health Care","Equity","168,365,375.73","168,365,375.73","10,386,513.00","16.21","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"AEO","AMERICAN EAGLE OUTFITTERS INC","EQUITY","Consumer Discretionary","Equity","167,125,103.99","167,125,103.99","9,383,779.00","17.81","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"CWK","CUSHMAN AND WAKEFIELD LTD","EQUITY","Real Estate","Equity","167,087,753.10","167,087,753.10","12,952,539.00","12.90","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"KMT","KENNAMETAL INC","EQUITY","Industrials","Equity","166,800,253.76","166,800,253.76","4,592,518.00","36.32","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"SEZL","SEZZLE INC","EQUITY","Financials","Equity","165,418,641.44","165,418,641.44","1,013,098.00","163.28","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"ACAD","ACADIA PHARMACEUTICALS INC","EQUITY","Health Care","Equity","165,170,811.26","165,170,811.26","7,639,723.00","21.62","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"TRN","TRINITY INDUSTRIES INC","EQUITY","Industrials","Equity","165,068,074.62","165,068,074.62","4,788,746.00","34.47","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"BANC","BANC OF CALIFORNIA INC","EQUITY","Financials","Equity","164,552,227.77","164,552,227.77","8,190,753.00","20.09","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"MCY","MERCURY GENERAL CORP","EQUITY","Financials","Equity","164,324,053.69","164,324,053.69","1,600,507.00","102.67","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"TMDX","TRANSMEDICS GROUP INC","EQUITY","Health Care","Equity","164,086,163.04","164,086,163.04","2,082,576.00","78.79","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"EBC","EASTERN BANKSHARES INC","SWAP","Financials","Equity","0.00","163,746,516.00","7,948,860.00","20.60","United States","NASDAQ","USD","1.00","USD","-","-","0.15"
"PENN","PENN ENTERTAINMENT INC","EQUITY","Consumer Discretionary","Equity","163,228,375.20","163,228,375.20","7,663,304.00","21.30","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"CWT","CALIFORNIA WATER SERVICE GROUP","EQUITY","Utilities","Equity","163,025,461.60","163,025,461.60","3,606,758.00","45.20","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"FRPT","FRESHPET INC","EQUITY","Consumer Staples","Equity","162,987,753.75","162,987,753.75","2,962,875.00","55.01","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"WAFD","WAFD INC","EQUITY","Financials","Equity","162,690,038.40","162,690,038.40","4,459,705.00","36.48","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"ROG","ROGERS CORP","EQUITY","Information Technology","Equity","162,641,444.84","162,641,444.84","999,763.00","162.68","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"NTCT","NETSCOUT SYSTEMS INC","EQUITY","Information Technology","Equity","162,446,190.46","162,446,190.46","4,094,938.00","39.67","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","EQUITY","Consumer Discretionary","Equity","162,107,236.14","162,107,236.14","1,654,662.00","97.97","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"FCPT","FOUR CORNERS PROPERTY INC TRUST","EQUITY","Real Estate","Equity","161,881,961.25","161,881,961.25","6,610,125.00","24.49","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"HUBG","HUB GROUP INC CLASS A","EQUITY","Industrials","Equity","161,817,450.10","161,817,450.10","3,648,646.00","44.35","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"QTWO","Q2 HOLDINGS INC","EQUITY","Information Technology","Equity","161,724,384.30","161,724,384.30","3,774,198.00","42.85","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"BFH","BREAD FINANCIAL HOLDINGS INC","EQUITY","Financials","Equity","161,180,845.98","161,180,845.98","1,573,878.00","102.41","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"PPLI","PEOPLE","EQUITY","Communication","Equity","160,681,881.60","160,681,881.60","3,761,280.00","42.72","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"BCC","BOISE CASCADE","EQUITY","Industrials","Equity","158,310,109.24","158,310,109.24","2,120,414.00","74.66","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"TRMK","TRUSTMARK CORP","EQUITY","Financials","Equity","158,009,672.22","158,009,672.22","3,537,266.00","44.67","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"WRBY","WARBY PARKER INC CLASS A","EQUITY","Consumer Discretionary","Equity","157,556,328.16","157,556,328.16","6,069,196.00","25.96","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"JOE","ST JOE","EQUITY","Real Estate","Equity","157,310,420.40","157,310,420.40","2,385,660.00","65.94","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"DGII","DIGI INTERNATIONAL INC","EQUITY","Information Technology","Equity","156,892,096.38","156,892,096.38","2,271,823.00","69.06","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"RNG","RINGCENTRAL INC CLASS A","EQUITY","Information Technology","Equity","156,407,514.68","156,407,514.68","4,466,234.00","35.02","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"RELY","REMITLY GLOBAL INC","SWAP","Financials","Equity","0.00","156,142,004.50","7,400,095.00","21.10","United States","NASDAQ","USD","1.00","USD","-","-","0.15"
"ABM","ABM INDUSTRIES INC","EQUITY","Industrials","Equity","155,635,372.50","155,635,372.50","3,525,150.00","44.15","United States","NYSE","USD","1.00","USD","-","0.15","0.14"
