iShares Core S&P Small-Cap ETF
Fund Holdings as of,"Jun 19, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"-"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Type,Sector,Asset Class,Market Value,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,Market Weight,Notional Weight
"SUPN","SUPERNUS PHARMACEUTICALS INC","EQUITY","Health Care","Equity","155,294,851.04","155,294,851.04","3,499,208.00","44.38","United States","NASDAQ","USD","1.00","USD","-","0.15","0.14"
"WSBC","WESBANCO INC","SWAP","Financials","Equity","0.00","154,618,734.47","4,260,643.00","36.29","United States","NASDAQ","USD","1.00","USD","-","-","0.14"
"RSI","RUSH STREET INTERACTIVE INC CLASS","EQUITY","Consumer Discretionary","Equity","154,299,410.72","154,299,410.72","5,304,208.00","29.09","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"NGVT","INGEVITY CORP","EQUITY","Materials","Equity","153,809,806.56","153,809,806.56","2,095,216.00","73.41","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"CRGY","CRESCENT ENERGY CLASS A","EQUITY","Energy","Equity","153,663,687.36","153,663,687.36","14,718,744.00","10.44","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"FUN","SIX FLAGS ENTERTAINMENT CORP","EQUITY","Consumer Discretionary","Equity","153,507,071.70","153,507,071.70","6,155,055.00","24.94","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"APAM","ARTISAN PARTNERS ASSET MANAGEMENT","EQUITY","Financials","Equity","153,408,707.40","153,408,707.40","4,275,605.00","35.88","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"NHC","NATIONAL HEALTHCARE CORP","EQUITY","Health Care","Equity","151,739,192.08","151,739,192.08","752,936.00","201.53","United States","Nyse Mkt Llc","USD","1.00","USD","-","0.14","0.14"
"DRH","DIAMONDROCK HOSPITALITY","EQUITY","Real Estate","Equity","151,678,896.00","151,678,896.00","12,321,600.00","12.31","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"FBNC","FIRST BANCORP","EQUITY","Financials","Equity","151,398,365.44","151,398,365.44","2,491,744.00","60.76","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"CALY","CALLAWAY GOLF COMPANY","EQUITY","Consumer Discretionary","Equity","149,975,652.50","149,975,652.50","8,231,375.00","18.22","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"BBT","BEACON FINANCIAL CORP","EQUITY","Financials","Equity","149,420,119.20","149,420,119.20","5,047,977.00","29.60","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"DNOW","DNOW INC","EQUITY","Industrials","Equity","148,408,753.50","148,408,753.50","10,993,241.00","13.50","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"PDFS","PDF SOLUTIONS INC","EQUITY","Information Technology","Equity","147,790,659.44","147,790,659.44","2,261,179.00","65.36","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"MTX","MINERALS TECHNOLOGIES INC","EQUITY","Materials","Equity","147,073,250.32","147,073,250.32","1,869,496.00","78.67","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"WERN","WERNER ENTERPRISES INC","EQUITY","Industrials","Equity","146,905,304.26","146,905,304.26","3,610,354.00","40.69","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"HNI","HNI CORP","EQUITY","Industrials","Equity","146,585,463.36","146,585,463.36","4,204,976.00","34.86","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"NBTB","NBT BANCORP INC","EQUITY","Financials","Equity","146,529,733.68","146,529,733.68","3,139,026.00","46.68","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"KNTK","KINETIK HOLDINGS INC CLASS A","EQUITY","Energy","Equity","146,424,186.81","146,424,186.81","3,146,877.00","46.53","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"PTON","PELOTON INTERACTIVE CLASS A INC","EQUITY","Consumer Discretionary","Equity","145,028,084.50","145,028,084.50","25,134,850.00","5.77","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"ANDE","ANDERSONS INC","EQUITY","Consumer Staples","Equity","144,689,626.14","144,689,626.14","2,031,587.00","71.22","United States","NASDAQ","USD","1.00","USD","-","0.14","0.13"
"ATEN","A10 NETWORKS INC","EQUITY","Information Technology","Equity","144,199,594.76","144,199,594.76","4,335,526.00","33.26","United States","NYSE","USD","1.00","USD","-","0.13","0.13"
"CUBI","CUSTOMERS BANCORP INC","EQUITY","Financials","Equity","143,891,483.45","143,891,483.45","1,898,555.00","75.79","United States","NYSE","USD","1.00","USD","-","0.13","0.13"
"SHAK","SHAKE SHACK INC CLASS A","EQUITY","Consumer Discretionary","Equity","143,561,091.52","143,561,091.52","2,429,944.00","59.08","United States","NYSE","USD","1.00","USD","-","0.13","0.13"
"RAMP","LIVERAMP HOLDINGS INC","EQUITY","Information Technology","Equity","143,543,561.64","143,543,561.64","3,803,486.00","37.74","United States","NYSE","USD","1.00","USD","-","0.13","0.13"
"TBBK","BANCORP INC","EQUITY","Financials","Equity","141,139,033.04","141,139,033.04","2,512,712.00","56.17","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"BANF","BANCFIRST CORP","EQUITY","Financials","Equity","139,576,061.40","139,576,061.40","1,253,940.00","111.31","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"WT","WISDOMTREE INC","EQUITY","Financials","Equity","139,047,916.07","139,047,916.07","7,594,097.00","18.31","United States","NYSE","USD","1.00","USD","-","0.13","0.13"
"ACHC","ACADIA HEALTHCARE COMPANY INC","EQUITY","Health Care","Equity","137,722,773.09","137,722,773.09","5,537,707.00","24.87","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"CARG","CARGURUS INC CLASS A","EQUITY","Communication","Equity","137,409,645.40","137,409,645.40","4,577,270.00","30.02","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"ALGT","ALLEGIANT TRAVEL","EQUITY","Industrials","Equity","136,442,340.32","136,442,340.32","1,354,132.00","100.76","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"GRBK","GREEN BRICK PARTNERS INC","EQUITY","Consumer Discretionary","Equity","135,848,022.75","135,848,022.75","1,820,775.00","74.61","United States","NYSE","USD","1.00","USD","-","0.13","0.13"
"HE","HAWAIIAN ELECTRIC INDUSTRIES INC","EQUITY","Utilities","Equity","135,349,084.50","135,349,084.50","10,395,475.00","13.02","United States","NYSE","USD","1.00","USD","-","0.13","0.13"
"AGYS","AGILYSYS INC","EQUITY","Information Technology","Equity","134,495,606.67","134,495,606.67","1,536,917.00","87.51","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"LCII","LCI INDUSTRIES","EQUITY","Consumer Discretionary","Equity","134,411,858.40","134,411,858.40","1,462,270.00","91.92","United States","NYSE","USD","1.00","USD","-","0.13","0.13"
"HTO","H2O AMERICA","EQUITY","Utilities","Equity","134,250,423.50","134,250,423.50","2,368,150.00","56.69","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"PBH","PRESTIGE CONSUMER HEALTHCARE INC","EQUITY","Health Care","Equity","134,142,891.19","134,142,891.19","2,855,927.00","46.97","United States","NYSE","USD","1.00","USD","-","0.13","0.12"
"MPT","MEDICAL PROPERTIES TRUST REIT INC","EQUITY","Real Estate","Equity","133,785,133.26","133,785,133.26","29,533,142.00","4.53","United States","NYSE","USD","1.00","USD","-","0.13","0.12"
"SHO","SUNSTONE HOTEL INVESTORS REIT INC","EQUITY","Real Estate","Equity","133,759,173.39","133,759,173.39","11,230,829.00","11.91","United States","NYSE","USD","1.00","USD","-","0.13","0.12"
"BANR","BANNER CORP","EQUITY","Financials","Equity","133,121,727.51","133,121,727.51","2,053,397.00","64.83","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"CALX","CALIX NETWORKS INC","EQUITY","Information Technology","Equity","132,709,783.80","132,709,783.80","3,496,964.00","37.95","United States","NYSE","USD","1.00","USD","-","0.12","0.12"
"ALRM","ALARM.COM HOLDINGS INC","EQUITY","Information Technology","Equity","132,476,341.48","132,476,341.48","2,985,046.00","44.38","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"DXPE","DXP ENTERPRISES INC","EQUITY","Industrials","Equity","131,507,299.22","131,507,299.22","757,138.00","173.69","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"PEB","PEBBLEBROOK HOTEL TRUST REIT","EQUITY","Real Estate","Equity","130,487,504.64","130,487,504.64","6,846,144.00","19.06","United States","NYSE","USD","1.00","USD","-","0.12","0.12"
"FBK","FB FINANCIAL CORP","EQUITY","Financials","Equity","130,224,156.25","130,224,156.25","2,422,775.00","53.75","United States","NYSE","USD","1.00","USD","-","0.12","0.12"
"PLUS","EPLUS","EQUITY","Information Technology","Equity","128,932,902.90","128,932,902.90","1,575,234.00","81.85","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"WAY","WAYSTAR HOLDING CORP","EQUITY","Health Care","Equity","128,064,792.55","128,064,792.55","6,933,665.00","18.47","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"NWBI","NORTHWEST BANCSHARES INC","EQUITY","Financials","Equity","127,811,861.28","127,811,861.28","8,826,786.00","14.48","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"UNIT","UNITI GROUP INC","EQUITY","Communication","Equity","127,635,824.28","127,635,824.28","10,965,277.00","11.64","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"RCUS","ARCUS BIOSCIENCES INC","EQUITY","Health Care","Equity","127,125,717.29","127,125,717.29","5,229,359.00","24.31","United States","NYSE","USD","1.00","USD","-","0.12","0.12"
"NWL","NEWELL BRANDS INC","EQUITY","Consumer Discretionary","Equity","125,942,376.48","125,942,376.48","25,598,044.00","4.92","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"CNS","COHEN & STEERS INC","EQUITY","Financials","Equity","125,310,856.32","125,310,856.32","1,673,489.00","74.88","United States","NYSE","USD","1.00","USD","-","0.12","0.12"
"ARR","ARMOUR RESIDENTIAL REIT INC","EQUITY","Financials","Equity","125,252,826.44","125,252,826.44","7,473,319.00","16.76","United States","NYSE","USD","1.00","USD","-","0.12","0.12"
"NWN","NORTHWEST NATURAL HOLDING COMPANY","EQUITY","Utilities","Equity","124,354,573.26","124,354,573.26","2,536,813.00","49.02","United States","NYSE","USD","1.00","USD","-","0.12","0.12"
"KWR","QUAKER HOUGHTON CORP","EQUITY","Materials","Equity","124,209,823.14","124,209,823.14","827,073.00","150.18","United States","NYSE","USD","1.00","USD","-","0.12","0.12"
"LFST","LIFESTANCE HEALTH GROUP INC","EQUITY","Health Care","Equity","124,024,306.60","124,024,306.60","13,811,170.00","8.98","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"VCEL","VERICEL CORP","EQUITY","Health Care","Equity","123,452,742.20","123,452,742.20","3,078,622.00","40.10","United States","NASDAQ","USD","1.00","USD","-","0.12","0.11"
"UTI","UNIVERSAL TECHNICAL INSTITUTE INC","EQUITY","Consumer Discretionary","Equity","123,220,386.15","123,220,386.15","3,053,789.00","40.35","United States","NYSE","USD","1.00","USD","-","0.12","0.11"
"IOSP","INNOSPEC INC","EQUITY","Materials","Equity","122,845,859.73","122,845,859.73","1,484,901.00","82.73","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"NOG","NORTHERN OIL AND GAS INC","EQUITY","Energy","Equity","122,528,803.68","122,528,803.68","6,302,922.00","19.44","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"NEOG","NEOGEN CORP","EQUITY","Health Care","Equity","122,084,999.89","122,084,999.89","13,113,319.00","9.31","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"STC","STEWART INFO SERVICES CORP","EQUITY","Financials","Equity","121,906,913.40","121,906,913.40","1,834,290.00","66.46","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"AIN","ALBANY INTERNATIONAL CORP CLASS A","EQUITY","Industrials","Equity","121,694,859.64","121,694,859.64","1,712,083.00","71.08","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"WU","WESTERN UNION","EQUITY","Financials","Equity","119,953,139.12","119,953,139.12","16,847,351.00","7.12","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"PARR","PAR PACIFIC HOLDINGS INC","EQUITY","Energy","Equity","119,701,524.18","119,701,524.18","2,352,162.00","50.89","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"PLAB","PHOTRONICS INC","EQUITY","Information Technology","Equity","119,543,484.84","119,543,484.84","3,554,668.00","33.63","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"AMR","ALPHA METALLURGICAL RESOURCE INC","EQUITY","Materials","Equity","119,535,192.66","119,535,192.66","643,458.00","185.77","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"FCF","FIRST COMMONWEALTH FINANCIAL CORP","EQUITY","Financials","Equity","119,461,826.61","119,461,826.61","6,116,837.00","19.53","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"AAMI","ACADIAN ASSET MANAGEMENT INC","EQUITY","Financials","Equity","119,449,497.15","119,449,497.15","1,589,481.00","75.15","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"OFG","OFG BANCORP","EQUITY","Financials","Equity","119,281,297.38","119,281,297.38","2,556,393.00","46.66","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"LMAT","LEMAITRE VASCULAR INC","EQUITY","Health Care","Equity","119,068,002.25","119,068,002.25","1,267,355.00","93.95","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"ALHC","ALIGNMENT HEALTHCARE INC","SWAP","Health Care","Equity","0.00","118,747,520.38","5,432,183.00","21.86","United States","NASDAQ","USD","1.00","USD","-","-","0.11"
"HMN","HORACE MANN EDUCATORS CORP","EQUITY","Financials","Equity","118,624,543.64","118,624,543.64","2,436,823.00","48.68","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"SPSC","SPS COMMERCE INC","EQUITY","Information Technology","Equity","117,587,847.30","117,587,847.30","2,213,210.00","53.13","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"ADMA","ADMA BIOLOGICS INC","EQUITY","Health Care","Equity","117,172,703.55","117,172,703.55","14,100,205.00","8.31","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"SPNT","SIRIUSPOINT LTD","EQUITY","Financials","Equity","116,978,752.64","116,978,752.64","5,139,664.00","22.76","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"CENTA","CENTRAL GARDEN AND PET CLASS A","EQUITY","Consumer Staples","Equity","116,793,545.36","116,793,545.36","3,091,412.00","37.78","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"KSS","KOHLS CORP","EQUITY","Consumer Discretionary","Equity","116,643,603.00","116,643,603.00","6,761,948.00","17.25","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"PRLB","PROTO LABS INC","EQUITY","Industrials","Equity","116,272,139.76","116,272,139.76","1,434,396.00","81.06","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"NBHC","NATIONAL BANK HOLDINGS CORP CLASS","EQUITY","Financials","Equity","115,821,505.72","115,821,505.72","2,704,846.00","42.82","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"CTS","CTS CORP","EQUITY","Information Technology","Equity","115,487,766.00","115,487,766.00","1,723,698.00","67.00","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"PAYO","PAYONEER GLOBAL INC","EQUITY","Financials","Equity","114,956,115.30","114,956,115.30","16,375,515.00","7.02","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"PGNY","PROGYNY INC","EQUITY","Health Care","Equity","114,532,980.16","114,532,980.16","4,391,602.00","26.08","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"MD","PEDIATRIX MEDICAL GROUP INC","EQUITY","Health Care","Equity","114,130,858.05","114,130,858.05","4,834,005.00","23.61","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"TILE","INTERFACE INC","EQUITY","Industrials","Equity","113,953,943.84","113,953,943.84","3,499,814.00","32.56","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"EPAC","ENERPAC TOOL GROUP CORP CLASS A","EQUITY","Industrials","Equity","113,723,007.60","113,723,007.60","3,107,186.00","36.60","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"WOR","WORTHINGTON ENTERPRISES INC","EQUITY","Industrials","Equity","112,982,246.80","112,982,246.80","1,870,567.00","60.40","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"PRDO","PERDOCEO EDUCATION CORP","EQUITY","Consumer Discretionary","Equity","112,647,428.05","112,647,428.05","3,516,935.00","32.03","United States","NASDAQ","USD","1.00","USD","-","0.11","0.10"
"LTC","LTC PROPERTIES REIT INC","EQUITY","Real Estate","Equity","112,214,034.02","112,214,034.02","3,085,346.00","36.37","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"EZPW","EZCORP NON VOTING INC CLASS A","EQUITY","Financials","Equity","111,989,743.84","111,989,743.84","3,530,572.00","31.72","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"UFPT","UFP TECHNOLOGIES INC","EQUITY","Health Care","Equity","111,605,695.44","111,605,695.44","466,423.00","239.28","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"SRPT","SAREPTA THERAPEUTICS INC","EQUITY","Health Care","Equity","111,569,667.47","111,569,667.47","6,364,499.00","17.53","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"XHR","XENIA HOTELS RESORTS REIT INC","EQUITY","Real Estate","Equity","111,329,318.10","111,329,318.10","5,560,905.00","20.02","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"MBC","MASTERBRAND INC","EQUITY","Industrials","Equity","110,883,627.66","110,883,627.66","12,238,811.00","9.06","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"WLY","JOHN WILEY AND SONS INC CLASS A","EQUITY","Communication","Equity","110,152,644.30","110,152,644.30","2,358,729.00","46.70","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"CRVL","CORVEL CORP","EQUITY","Health Care","Equity","110,086,402.88","110,086,402.88","1,881,015.00","58.52","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"SEM","SELECT MEDICAL HOLDINGS CORP","EQUITY","Health Care","Equity","110,053,686.60","110,053,686.60","6,653,790.00","16.54","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"GTY","GETTY REALTY REIT CORP","EQUITY","Real Estate","Equity","109,593,393.08","109,593,393.08","3,353,531.00","32.68","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"IPAR","INTERPARFUMS INC","EQUITY","Consumer Staples","Equity","108,961,643.07","108,961,643.07","1,099,623.00","99.09","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"CHCO","CITY HOLDING","EQUITY","Financials","Equity","108,323,655.44","108,323,655.44","852,137.00","127.12","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"WD","WALKER & DUNLOP INC","EQUITY","Financials","Equity","107,453,228.04","107,453,228.04","2,067,999.00","51.96","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"ECPG","ENCORE CAPITAL GROUP INC","EQUITY","Financials","Equity","107,258,908.90","107,258,908.90","1,291,498.00","83.05","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"OSW","ONESPAWORLD HOLDINGS LTD","SWAP","Consumer Discretionary","Equity","0.00","107,187,118.98","3,893,466.00","27.53","United States","NASDAQ","USD","1.00","USD","-","-","0.10"
"OMCL","OMNICELL INC","EQUITY","Health Care","Equity","107,059,987.65","107,059,987.65","2,741,613.00","39.05","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"SNDR","SCHNEIDER NATIONAL INC CLASS B","EQUITY","Industrials","Equity","106,967,248.48","106,967,248.48","2,997,961.00","35.68","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"STEL","STELLAR BANCORP INC","EQUITY","Financials","Equity","106,171,444.89","106,171,444.89","2,762,723.00","38.43","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"SONO","SONOS INC","EQUITY","Consumer Discretionary","Equity","105,341,698.20","105,341,698.20","7,175,865.00","14.68","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"ALG","ALAMO GROUP INC","EQUITY","Industrials","Equity","105,247,314.20","105,247,314.20","652,292.00","161.35","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"CASH","PATHWARD FINANCIAL INC","EQUITY","Financials","Equity","104,563,781.55","104,563,781.55","1,274,391.00","82.05","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"IVT","INVENTRUST PROPERTIES CORP","EQUITY","Real Estate","Equity","104,399,761.45","104,399,761.45","3,041,065.00","34.33","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"HCI","HCI GROUP INC","EQUITY","Financials","Equity","104,115,150.92","104,115,150.92","636,284.00","163.63","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"ADUS","ADDUS HOMECARE CORP","EQUITY","Health Care","Equity","103,861,907.91","103,861,907.91","1,102,217.00","94.23","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"PBI","PITNEY BOWES INC","EQUITY","Industrials","Equity","103,731,460.00","103,731,460.00","5,927,512.00","17.50","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"IIPR","INNOVATIVE INDUSTRIAL PROPERTIES I","EQUITY","Real Estate","Equity","103,181,606.00","103,181,606.00","1,731,235.00","59.60","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"TALO","TALOS ENERGY INC","EQUITY","Energy","Equity","102,538,318.77","102,538,318.77","7,446,501.00","13.77","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"ZD","ZIFF DAVIS INC","EQUITY","Communication","Equity","102,211,364.14","102,211,364.14","2,220,538.00","46.03","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"STBA","S AND T BANCORP INC","EQUITY","Financials","Equity","101,856,530.92","101,856,530.92","2,174,563.00","46.84","United States","NASDAQ","USD","1.00","USD","-","0.10","0.09"
"JBLU","JETBLUE AIRWAYS CORP","EQUITY","Industrials","Equity","101,725,073.92","101,725,073.92","17,909,344.00","5.68","United States","NASDAQ","USD","1.00","USD","-","0.10","0.09"
"EFC","ELLINGTON FINANCIAL INC","EQUITY","Financials","Equity","101,513,341.44","101,513,341.44","7,553,076.00","13.44","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"STRA","STRATEGIC EDUCATION INC","EQUITY","Consumer Discretionary","Equity","101,493,238.95","101,493,238.95","1,347,315.00","75.33","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"EBC","EASTERN BANKSHARES INC","EQUITY","Financials","Equity","100,791,165.00","100,791,165.00","4,892,775.00","20.60","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"ASTH","ASTRANA HEALTH INC","EQUITY","Health Care","Equity","100,236,069.17","100,236,069.17","2,559,001.00","39.17","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"ALHC","ALIGNMENT HEALTHCARE INC","EQUITY","Health Care","Equity","99,577,633.84","99,577,633.84","4,555,244.00","21.86","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"FLO","FLOWERS FOODS INC","EQUITY","Consumer Staples","Equity","99,276,122.06","99,276,122.06","12,760,427.00","7.78","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"HOPE","HOPE BANCORP INC","EQUITY","Financials","Equity","99,124,299.24","99,124,299.24","7,719,961.00","12.84","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"HLIT","HARMONIC INC","EQUITY","Information Technology","Equity","98,630,634.44","98,630,634.44","6,540,493.00","15.08","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"TFIN","TRIUMPH FINANCIAL INC","EQUITY","Financials","Equity","98,257,355.20","98,257,355.20","1,363,360.00","72.07","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"ADNT","ADIENT PLC","EQUITY","Consumer Discretionary","Equity","98,084,752.00","98,084,752.00","4,726,976.00","20.75","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"LZB","LA-Z-BOY INC","EQUITY","Consumer Discretionary","Equity","97,843,004.70","97,843,004.70","2,467,045.00","39.66","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"DCOM","DIME COMMERCIAL BANCSHARES INC","EQUITY","Financials","Equity","96,452,031.00","96,452,031.00","2,473,129.00","39.00","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"WKC","WORLD KINECT CORP","EQUITY","Energy","Equity","96,342,945.36","96,342,945.36","3,095,853.00","31.12","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"EVTC","EVERTEC INC","EQUITY","Financials","Equity","95,541,003.76","95,541,003.76","3,714,658.00","25.72","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"DEI","DOUGLAS EMMETT REIT INC","EQUITY","Real Estate","Equity","95,446,617.44","95,446,617.44","8,150,864.00","11.71","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"CCS","CENTURY COMMUNITIES INC","EQUITY","Consumer Discretionary","Equity","95,347,730.50","95,347,730.50","1,507,474.00","63.25","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"MCRI","MONARCH CASINO AND RESORT INC","EQUITY","Consumer Discretionary","Equity","95,071,482.50","95,071,482.50","727,625.00","130.66","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"INVA","INNOVIVA INC","EQUITY","Health Care","Equity","95,065,005.10","95,065,005.10","4,226,990.00","22.49","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"HCSG","HEALTHCARE SERVICES GROUP INC","EQUITY","Industrials","Equity","94,844,305.94","94,844,305.94","4,134,451.00","22.94","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"CRI","CARTERS INC","EQUITY","Consumer Discretionary","Equity","94,500,185.22","94,500,185.22","2,221,443.00","42.54","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"MAN","MANPOWER INC","EQUITY","Industrials","Equity","93,978,783.80","93,978,783.80","2,801,156.00","33.55","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"HTH","HILLTOP HOLDINGS INC","EQUITY","Financials","Equity","93,509,770.38","93,509,770.38","2,469,883.00","37.86","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"TNC","TENNANT","EQUITY","Industrials","Equity","93,216,040.50","93,216,040.50","1,027,174.00","90.75","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"PRG","PROG HOLDINGS INC","EQUITY","Financials","Equity","92,738,853.27","92,738,853.27","2,413,189.00","38.43","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"GBX","GREENBRIER INC","EQUITY","Industrials","Equity","92,677,266.21","92,677,266.21","1,865,109.00","49.69","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"KMPR","KEMPER CORP","EQUITY","Financials","Equity","91,158,333.89","91,158,333.89","3,641,963.00","25.03","United States","NYSE","USD","1.00","USD","-","0.09","0.08"
"TRIP","TRIPADVISOR INC","EQUITY","Communication","Equity","90,944,366.79","90,944,366.79","7,014,606.00","12.97","United States","NASDAQ","USD","1.00","USD","-","0.09","0.08"
"LEG","LEGGETT & PLATT INC","EQUITY","Consumer Discretionary","Equity","90,388,090.24","90,388,090.24","8,224,576.00","10.99","United States","NYSE","USD","1.00","USD","-","0.08","0.08"
"DCH","DAUCH CORPORATION","EQUITY","Consumer Discretionary","Equity","90,291,392.74","90,291,392.74","14,309,254.00","6.31","United States","NYSE","USD","1.00","USD","-","0.08","0.08"
